,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,keep_alive_session,device_distinct_emails_8w,month,is_fraud,payment_type_x0_AA,payment_type_x0_AB,payment_type_x0_AC,payment_type_x0_AD,payment_type_x0_infrequent_sklearn,employment_status_x0_0.0,employment_status_x0_1.0,employment_status_x0_2.0,employment_status_x0_3.0,employment_status_x0_4.0,employment_status_x0_5.0,employment_status_x0_6.0,housing_status_x0_BA,housing_status_x0_BB,housing_status_x0_BC,housing_status_x0_BD,housing_status_x0_BE,housing_status_x0_BF,source_x0_0.0,source_x0_1.0,device_os_x0_linux,device_os_x0_macintosh,device_os_x0_other,device_os_x0_windows,device_os_x0_x11
income,1.0,-0.02813228894538402,-0.016711555353093415,-0.03590271874226572,0.1273982241651984,-0.010995535596852443,0.05194310592823882,-0.06583068451969751,-0.07553384390513483,-0.05763479402499656,-0.0551188059571208,0.00344728565497931,-0.027220925961849166,0.16157949232668428,-0.005799130146673751,0.010850159712807506,0.006784484564673852,-0.029332346066775247,0.07909121633407393,0.11014977957307995,0.020433591656200525,-0.056583863160583704,-0.046340282415475234,-0.01069025700834872,0.06647109206827777,0.03210810439598571,0.0428546232607069,-0.047356318086090796,-0.036267046472876804,0.060835355547142145,-0.008714978021352737,0.011642333657627445,0.09243377479183595,-0.009074689276003802,-0.07225608275303406,-0.07948851248852197,-0.058830215273836035,0.014265172873277483,0.14046006347299095,-0.060190257113001515,0.05477481822908987,-0.0026037216058818835,-0.13497689890414646,0.005257777182893561,-0.001829357286194996,0.001829357286195598,-0.04846549674963814,0.018123330989965238,0.031227828012981504,0.010131889399045767,-0.006339510519507495
name_email_similarity,-0.02813228894538402,1.0,0.015301848581202577,0.03828716064658255,-0.06208758747120113,-0.009193332284092432,0.0493549240599469,0.025918279857368727,0.012722022509968694,0.02234655602970773,0.0369632845081295,-0.011681323109130481,0.03161099939291965,0.04550515284645644,-0.06489799372628462,-0.010322181243131265,0.024181450192690076,0.013962645882196286,0.005152401672923341,0.07458597075789931,-0.012885829129568373,-0.0033155743931340548,0.028704591831579068,-0.018099023221682106,-0.04638277469534204,-0.059077890925782924,0.022508918020768848,-0.04403892859965299,0.01300549938465564,0.015923921751945454,0.019927776004333767,0.07431049293650419,-0.07277205007455988,-0.033066878518533245,-0.01370945119795838,0.026402131562459148,-0.015186229685363008,-0.009237862191116848,-0.013323712646094917,-0.028015368277593402,-0.03029520523839214,-0.006680690307807427,0.08754380954912938,-0.013903559861676469,0.014350675401496118,-0.014350675401496404,-0.026563819321515775,0.011000833212755514,0.0155975894309861,0.006821173610078477,-0.004348346064555442
prev_address_months_count,-0.016711555353093415,0.015301848581202577,1.0,0.22935040695686787,0.061074916904983595,-0.009162539407172404,-0.038006456638363405,0.010977443632173388,-0.026000058298416482,-0.024865016693333287,-0.025781036826142054,-0.03682581296373912,-0.10636462812979497,-0.004881176794549545,-0.04629099163827456,0.04893575875673107,-0.04411586369470497,0.32184937027013827,-0.029440624789609994,0.002318463912240752,0.0092295016702606,-0.057704535713966526,-0.023366581342767572,0.03273515827018022,0.03781629105092541,0.042753657686971404,-0.03503477628650414,-0.12279069088752294,0.2122881209063654,-0.05261854097543187,-0.0077784014532519905,-0.03637025625163085,0.012471439410277205,0.057655719845740284,0.005304142838010216,0.010439774446388104,-0.00958825761139947,0.006389971901768944,0.09535299131832892,0.03507282953279539,-0.16179038684844488,-0.0006291643121145394,0.07222606306526654,0.009417639252965638,-0.045741742094755414,0.045741742094755636,-0.02947721566098139,-0.03221096421665622,0.03340387088020404,0.0121609963781713,-0.0023277511139972633
current_address_months_count,-0.03590271874226572,0.03828716064658255,0.22935040695686787,1.0,0.13022754916001594,-0.06660720062599916,0.06444656080317179,0.03990268207035623,-0.002561401729667822,-0.014243083857151994,-0.008387718737631437,0.04477508230420278,-0.1827904523341748,0.07733993774453833,-0.09915522595257639,0.1307591452242424,-0.07586525903524512,0.10128719955641619,0.040635609954102286,0.11617705993879394,-0.002162628675602739,-0.03740881058972736,-0.03822437430377535,0.011830485075668399,0.010793474932708382,0.0354803311911853,0.07002375357113222,-0.0129307915156559,-0.04839275585913315,-0.013451550840541787,0.022589544974476933,-0.055730825989432346,0.04366856631096071,0.0768448520978609,0.0003031133818921225,0.017723194415056053,-0.041041228061446666,0.017147843138211622,0.2402413795325565,-0.030645310311567656,-0.33981820491984177,-0.03752876110227103,0.2484493189713938,0.008156624439504363,0.0035562138285413426,-0.0035562138285413943,-0.06946843685917767,0.004005156136297246,0.02378138687029763,0.046472787008555595,-0.0008739192135680409
customer_age,0.1273982241651984,-0.06208758747120113,0.061074916904983595,0.13022754916001594,1.0,-0.03347059140024194,-0.02393084205229481,-0.0022250965290046133,-0.04109331298525212,-0.020249302897600855,-0.007270794204752345,0.05578811146635543,-0.42552317934937445,0.16453358607793586,0.01081262574500081,0.22171398330763445,-0.15103908775326372,0.012810547910122856,0.11720331971712057,0.1357031276498873,0.02539333841940989,0.026856671556813372,-0.031823575304713976,0.017955281563505544,0.010247478813017507,0.054365645516641165,-0.03845720566228953,0.07479559032125585,-0.0010183505272784495,-0.056755593275662236,-0.006741268851542402,-0.15697444749823453,0.045975293841818865,0.2919391665077516,0.001203097261078294,-0.08019344981154279,0.04359916578286379,-0.00476619667986334,0.2136418977822631,0.12562199157678625,-0.020473714225332434,-0.01222163740263401,-0.3182609974647129,-0.005936396297183016,-0.03436540053504598,0.03436540053504631,0.04663084334729036,-0.04159850099661222,-0.11743186882506614,0.09704216550926038,0.002215019713565703
days_since_request,-0.010995535596852443,-0.009193332284092432,-0.009162539407172404,-0.06660720062599916,-0.03347059140024194,1.0,0.023766500764318476,-0.002488526463987703,0.021599111261210953,0.003088236960823686,0.01872942389069185,-0.023747937649609155,0.03090713740945792,-0.07665432662575962,-0.008079029916248537,-0.055048519276105976,0.011971216395497995,0.01788303701142102,-0.05140689949543413,-0.06936368297362036,-0.009249851891643391,0.05013071267563177,0.004758367435710245,-0.011711024380858652,-0.020533017776355363,-0.008180729085701008,0.048168856450566254,-0.09541093390032658,0.08470394049119717,-0.038614877747311566,0.02044405107420072,0.02664391807243676,-0.010028347011287325,-0.01885165189125993,-0.005365353133363216,-0.013140849156910979,-0.009502107223091532,0.007828984869197095,-0.034469834447139844,-0.021117960528818917,0.03565323675240337,0.010599785452473427,0.008500525079596265,-0.003748549676162296,-0.018831475092011253,0.01883147509201121,0.019977315445233103,-0.004065232193915139,-0.013777745052480481,-0.007301735779339985,0.014490979626109122
intended_balcon_amount,0.05194310592823882,0.0493549240599469,-0.038006456638363405,0.06444656080317179,-0.02393084205229481,0.023766500764318476,1.0,-0.023303904716714476,0.024043522942677076,0.0488107233428064,0.033298826773230455,0.10496612815683039,-0.020729798468973416,0.010427192578829153,-0.021240033820264556,0.01752453058164953,0.043320167336371875,0.015484242188157278,0.10651281613305488,0.06635583270801629,0.00023481989488551567,-0.00020409552296052022,-0.014709540672968197,-0.04046976642998186,-0.025500893282325614,-0.008065249336077615,0.7347666423409943,-0.33085772949235126,-0.2779429887865663,-0.1432020062456328,0.02227451882136742,0.019286203861920866,0.016571898910772268,-0.02236641575557631,-0.01638979486301761,0.035694224683077765,-0.06285227524945745,0.003551504411362235,-0.021898465687425508,-0.14393207187625795,0.05840888642516085,0.030440643222457008,0.10016556358044394,0.0018544685956734088,0.0013783493295474937,-0.0013783493295474987,-0.036235212326140465,0.04120694209106204,0.06116550005887385,-0.05442634186724601,0.032438607994442904
zip_count_4w,-0.06583068451969751,0.025918279857368727,0.010977443632173388,0.03990268207035623,-0.0022250965290046133,-0.002488526463987703,-0.023303904716714476,1.0,0.08964160584057099,0.1045790459887802,0.22627074816539097,-0.009041971975618502,0.09282327145323917,-0.0857602544906604,0.014623726854252112,-0.015182247106934563,0.0065919751821486286,0.03371893098989625,-0.014524116300774232,-0.01320818227344601,0.0005555719989428237,0.02722828948009272,0.04233194523173235,0.02104134638769659,-0.19600744677255072,0.019658363864220398,-0.019001450814524482,0.004199844532207014,-0.029485132272490736,0.05933396652888489,-0.0030398048623928955,-0.026723009563007948,0.040819275710144515,-0.011040378678367267,-0.02575481553833929,0.010258091184500044,0.012262158489300923,-0.007841843749955621,-0.0029150913027306243,-0.0017127514032527443,-0.029597519408068682,-0.01041629281797693,0.04831734568342135,-0.017427141714634036,0.012903366339238055,-0.012903366339239712,0.03160053766937238,-0.04674532963028322,-0.012502385569498698,0.004431106609866253,-0.005240322010252931
velocity_6h,-0.07553384390513483,0.012722022509968694,-0.026000058298416482,-0.002561401729667822,-0.04109331298525212,0.021599111261210953,0.024043522942677076,0.08964160584057099,1.0,0.3870750591846922,0.2933031198147919,-0.011942333447325343,0.06341235128341514,-0.1076838970625089,0.00474088133354788,-0.039552296306100944,-0.012452410934968738,-0.017446769408488355,-0.041959468657174204,-0.030802844763041466,0.0172822674642524,0.05335727180624167,0.028888583393842284,0.012438032522106575,-0.29341349623565627,-0.01797859920124269,0.0434883969492086,-0.03319829654013117,-0.026549348315429218,0.02537509779788546,-0.0004778622042124593,-0.026150509577459766,0.03409601395560274,-0.0012900546571849296,0.006798798292108016,-0.006917098745966397,-0.0007939153315397605,0.014254086147354548,-0.07497285400440955,0.0018290150838710469,0.016542458504952312,0.018361733723433134,0.04193464392298012,-0.0005451247663087806,0.009030293586037155,-0.009030293586039463,0.018879742451040748,-0.028480199470465074,0.008449796944271665,-0.015796705228946623,0.004981665228401411
velocity_24h,-0.05763479402499656,0.02234655602970773,-0.024865016693333287,-0.014243083857151994,-0.020249302897600855,0.003088236960823686,0.0488107233428064,0.1045790459887802,0.3870750591846922,1.0,0.381665715013608,0.03861708547695457,0.07606881311807877,-0.11143741384696128,-0.0007753028392776473,-0.0410969037577402,-0.02216900469670218,0.005514586893490896,-0.04878865542831933,0.0062661327103611004,0.01897778502868052,0.05788808824231218,0.022979377796682545,0.016057244276140317,-0.3818955274678059,-0.02656561537809092,0.08007543128742393,-0.037962408408881265,-0.043120167362568886,0.0055360341772649705,-0.01450580834453285,-0.039914023119445766,0.06566484618368044,0.005948592643644826,-0.008869743360621709,-0.00523720943885686,-0.020161438677104408,0.011249446669420989,-0.05127978226460888,-0.021727248674167948,0.03505166604334066,0.006103856032515411,0.028598516938981782,-0.010051193442437961,0.01884468717478679,-0.01884468717478994,-0.00706510489761544,-0.005858470545596837,0.028723547539487353,-0.020978749353204946,0.0029731789958834898
velocity_4w,-0.0551188059571208,0.0369632845081295,-0.025781036826142054,-0.008387718737631437,-0.007270794204752345,0.01872942389069185,0.033298826773230455,0.22627074816539097,0.2933031198147919,0.381665715013608,1.0,0.014160905411752842,0.18123537099786893,-0.16490416685037637,0.03018666979736431,-0.04173999228072134,-0.024728931114798725,-0.0060578602728066176,-0.08997643363037719,0.029743084314750378,0.02252081252659383,0.07330101148727577,0.08537812237661044,0.0425885446165342,-0.7869549750621526,0.0005866190276948693,0.04987549350366084,-0.06649106157593201,-0.04429271203610276,0.08953026307798831,0.003765516384570861,-0.05704797206538861,0.0941475583324195,-0.008549616918485988,-0.003988705567315367,-0.010129543041650955,-0.017608990114714354,0.014380088464744487,-0.04283206244771146,-0.027000325646609605,0.01913111663154564,0.02438901322848154,0.03999456964324916,-0.013849415454207767,0.018090595094401897,-0.018090595094408423,0.04173966232233427,-0.04095775144813773,0.007224534517665871,-0.030830476963999664,-0.0033300152496479616
bank_branch_count_8w,0.00344728565497931,-0.011681323109130481,-0.03682581296373912,0.04477508230420278,0.05578811146635543,-0.023747937649609155,0.10496612815683039,-0.009041971975618502,-0.011942333447325343,0.03861708547695457,0.014160905411752842,1.0,-0.027435438273677146,-0.016386671277910138,0.00215943954344259,0.049068924655373346,-0.011346042512051766,-0.0020555043524011045,0.029696236227337466,0.009090848711988508,-0.00226672703591913,-0.024919500412853568,-0.012106811207838061,-0.015931160143036256,-0.008268839619530217,-0.00857620875356111,0.14370923438942315,0.07759422654111615,-0.22295740879553372,-0.014810596681762598,0.011557960509048438,-0.03461857147552996,0.01348232947876523,0.009653667585570458,0.004814545550303004,0.03873979360256929,0.010887425129225616,-0.0061784058463960215,-0.01477595767966061,0.005924877942696126,-0.007098993524525819,0.018628129695376545,0.00816019345949751,0.008570947332513987,0.00967362579163747,-0.009673625791637547,0.0072541320274050036,0.0023029902167609386,-0.0005245016302086294,-0.010465750200844635,0.010752352285696676
date_of_birth_distinct_emails_4w,-0.027220925961849166,0.03161099939291965,-0.10636462812979497,-0.1827904523341748,-0.42552317934937445,0.03090713740945792,-0.020729798468973416,0.09282327145323917,0.06341235128341514,0.07606881311807877,0.18123537099786893,-0.027435438273677146,1.0,-0.11969446730044266,0.041516598009311595,-0.15406796142377385,0.09399371886384686,-0.043977618024646135,-0.056759567406842855,-0.05138813162701137,0.004320261202865808,-0.02615222983890832,0.0531430003353018,0.0031632956324966002,-0.16650607466115408,-0.0419026674933256,-0.02141205378190266,-0.02407763511826216,-0.018207903986594817,0.08864075162535492,0.010723844727902483,0.0628633658825925,0.03690180666909314,-0.23421579252252692,0.014610595737395432,-0.0022830261532300077,0.01510244202894691,0.00303598400029542,-0.1465225696283528,-0.05195648041704578,0.07832653952765165,0.018740502778018732,0.09177934194867539,0.019396609467016317,0.03016242681494429,-0.030162426814945693,0.011844722690743026,-0.018806720848702205,0.05451699157583448,-0.060090228316902534,-0.007829894030109348
credit_risk_score,0.16157949232668428,0.04550515284645644,-0.004881176794549545,0.07733993774453833,0.16453358607793586,-0.07665432662575962,0.010427192578829153,-0.0857602544906604,-0.1076838970625089,-0.11143741384696128,-0.16490416685037637,-0.016386671277910138,-0.11969446730044266,1.0,-0.03504013775623294,0.016626260992022864,0.009292367111581911,-0.06265860851387434,0.1727444865801558,0.5960338522148305,0.029635566527317907,-0.06716812936883608,-0.04188334042559378,-0.043182200088344426,0.1681824940899248,0.057252449706175955,-0.06183588928181192,0.062499700875403234,-0.007591738900642805,0.0019844293161480216,-0.0026806656463945156,0.10752359234144962,-0.03990921204544756,0.013630928139766182,-0.07522300150140147,-0.05705263370030742,-0.07813031650222649,-0.002230927048736325,0.30324237670743054,-0.10507831220131529,-0.03955255517012682,0.013572339038509285,-0.12621446354872765,0.00020244491898827594,0.0035593406717505977,-0.003559340671749021,-0.09676295245114791,0.02058583570503848,-0.009550614532865613,0.10449171744631164,-0.008657132905963292
