,income,name_email_similarity,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,keep_alive_session,device_distinct_emails_8w,month,is_fraud,x0_AA,x0_AB,x0_AD,x0_infrequent_sklearn,x0_CA,x0_CB,x0_CC,x0_CD,x0_CE,x0_CF,x0_CG,x0_BA,x0_BB,x0_BC,x0_BD,x0_BE,x0_BF,x0_INTERNET,x0_TELEAPP,x0_linux,x0_macintosh,x0_other,x0_windows,x0_x11
income,1.0,-0.019365434852257314,-0.047178857695968225,0.11732197142184932,-0.017230047962861476,0.04494333268602021,-0.06470102184107211,-0.07251506067759586,-0.06011555947339884,-0.05035045808927119,-0.004655236555391224,-0.02255383243685544,0.15281989199841445,-0.010143730701636204,0.0039897491562073725,0.017268748128873277,-0.02894658354049095,0.07793352832353594,0.1168286296514592,0.02629906991478041,-0.06024628168786561,-0.04744853826429005,-0.007820642061528021,0.056728284917747306,0.03123995153815509,0.03337355569747344,-0.07594013348734603,0.06098880860586315,-0.00020943809898811292,0.011969541080745834,0.10192504523354856,-0.026906315952875,-0.07459840004099977,-0.08806068281392708,-0.05935514339171852,0.006942332678741687,0.1404378790885645,-0.06620835905302794,0.06273399552972952,0.0014662899050421996,-0.13446805513849297,0.0018397203674916536,-0.0061211478289822045,0.006121147828983484,-0.0458097001787762,0.028850344295394088,0.031099065596280468,0.0009654438491987617,-0.003673468095767287
name_email_similarity,-0.019365434852257314,1.0,0.03319616654890584,-0.06016077952818739,-0.013278666927083193,0.06520794089842682,0.028793440530208925,0.00393360413452364,0.01792445556599532,0.03164265171302654,-0.003001520041405627,0.03346637514298072,0.05129775697365795,-0.0567880872508578,-0.021865241436041984,0.0334032087338339,0.010388914681255202,0.006103978814480242,0.08734211558134507,-0.005941357394948463,-0.005409518366893304,0.03790421353258116,-0.029849167755562973,-0.04476845636938265,-0.06836339754072153,0.03347233174958382,-0.043433518047167725,0.019076004495612517,-0.007927658219253318,0.08674052310371833,-0.07704609119190457,-0.034479814508109025,-0.020650738599444354,0.020246905286737497,-0.0222769070006123,-0.01627364568981413,-0.018090377270189438,-0.04760664693563882,-0.021237916647525355,-0.009027560939725484,0.0989941215870095,-0.01199764356684226,0.013267175476776031,-0.013267175476776806,-0.018064759613236,0.01173031469277192,0.016481286660550425,-0.002422355373087572,-0.010397169293036529
current_address_months_count,-0.047178857695968225,0.03319616654890584,1.0,0.12698668645438915,-0.051186219083219985,0.062190841678480706,0.03492164654147645,0.0057506725029773005,-0.0014398701911026758,0.005982671133090649,0.045090445393336516,-0.1715904245299329,0.06440830375136734,-0.09672567542503378,0.13591942222509526,-0.07612715414273585,0.0713298017113997,0.03431651094763591,0.10931141532787475,0.010872797674264013,-0.025980158768575783,-0.033659961947200515,0.010840094243359737,-0.009080627950384562,0.04077527766296375,0.0702788807047478,-0.046523083790087814,-0.021113702446232518,-0.01818255744996912,-0.059483142684553,0.039544016662792086,0.06848782676163313,0.011436117451421821,0.010721852497847613,-0.021532178287567677,0.009615322517298056,0.22377474940289635,-0.02832375451381211,-0.33277311679935095,-0.028209345278145028,0.23895666269944218,0.013696450818994853,0.00943461864049101,-0.009434618640491475,-0.06485989440882933,-0.0028354992607741926,0.026314882825814984,0.04218897930758959,-0.002639879898086527
customer_age,0.11732197142184932,-0.06016077952818739,0.12698668645438915,1.0,-0.029373052979997826,-0.025285054763445086,0.005931787008397287,-0.04022112986594778,-0.013709525739882373,-0.005662320966386294,0.059880573147482456,-0.42046659761097577,0.15893644343063662,0.0008739626742784736,0.23137657067192505,-0.14713378035072353,-0.00045155944480693047,0.12481717539824158,0.1415396107093719,0.034664354237486435,0.029491462522962763,-0.03848663283685933,0.02598585100442217,0.006893910476408759,0.05928080913120139,-0.04737296787362075,0.09236041330742208,-0.06911381635064708,0.009720552578854399,-0.1559856759598108,0.0526984751237967,0.2807499911638838,0.0010375377555062698,-0.08057958771489547,0.047884941748677565,-0.003936486053525181,0.21386615344205537,0.12990355575533893,-0.0072693824710580255,-0.011201165020847025,-0.3243162932597721,-0.0013072373297350116,-0.01976048776805913,0.019760487768059297,0.04862390952096466,-0.026383640827213235,-0.12140494549733612,0.09190773295901657,0.0002994734450222409
days_since_request,-0.017230047962861476,-0.013278666927083193,-0.051186219083219985,-0.029373052979997826,1.0,0.07352806616395166,0.010487523799838009,0.03463132580983833,0.013924355662477713,0.017786896285751065,-0.008657906365613338,0.015201472600738935,-0.06854211377157741,-0.017554369003081154,-0.04274050369984236,0.0033560759796437537,0.04231986556087629,-0.04285903502850232,-0.06251676820422676,-0.010462157091298507,0.03292940256041016,-0.0012744179211038056,-0.013914879391014096,-0.01953746398893529,-0.007058335290569337,0.12380396153353687,-0.09654062902281942,-0.033414309146065344,0.007636012569188108,0.022636583743690358,-0.006196408861840871,-0.02293871562342622,-0.004134461430575625,-0.0016111625750823678,-0.014590444503871574,0.020341452420618918,-0.034256842332666564,-0.024514815999862417,0.008820902613181653,0.01827662383398811,0.04117358141313349,-0.007903524317845273,0.001451259478128153,-0.0014512594781284703,0.0020033738656583346,0.005996589977111895,0.002450993550004933,-0.013284162850296799,0.02606729848838819
intended_balcon_amount,0.04494333268602021,0.06520794089842682,0.062190841678480706,-0.025285054763445086,0.07352806616395166,1.0,-0.03925495101439165,0.01896971819360809,0.04290538553314737,0.018625856920975254,0.05382217015442267,-0.038294683303690576,0.011791843578379304,-0.02848940351723907,0.0046666083821911885,0.03987743161921019,0.051669579225127236,0.11045176054659459,0.060155501507527555,-0.0032166077385108586,0.005456551594939428,-0.021760773612569097,-0.045062789034792085,-0.016820320413104977,-0.00045299516920572607,0.7126758619162252,-0.5052953164666235,-0.21233529519805916,-0.07649619671591476,0.029337002405646587,3.359399477741849e-05,-0.020458831259697784,-0.008747942142544806,0.032332701636029526,-0.06612272160004928,0.00948151896914863,-0.017637302978279118,-0.15432090210180613,0.0742742970645724,0.029802694424249203,0.0815754052935221,0.0009958347086810922,-0.02917548358504119,0.029175483585041042,-0.03690604587337122,0.040754293102317575,0.07648131671789944,-0.07111597388484929,0.03511580991598108
zip_count_4w,-0.06470102184107211,0.028793440530208925,0.03492164654147645,0.005931787008397287,0.010487523799838009,-0.03925495101439165,1.0,0.0966391189865658,0.1008860840069792,0.23349135981345026,-0.014513961410589223,0.09025156883466909,-0.08057076258834316,0.005843741268689979,-0.006483406154171958,0.010214486432228269,0.0371343717125102,-0.019815508195186095,0.0004544453380818696,-0.004822271223879143,0.01971085952351933,0.04297050508539632,0.02294440928371445,-0.20661799576767367,0.026947257370844004,-0.037703168856551915,-0.010243043855468367,0.07262114900950228,-0.020705199786065484,-0.020074630745321106,0.032896817451012035,-0.004667912585541447,-0.023755379303076425,0.011692823072357068,-0.0001317877946327819,-0.010269406904339895,0.012865440190020153,-0.004530604620116455,-0.03416967327015786,-0.016922343421975787,0.04406154745230806,-0.024867594343824764,-0.013268005635919665,0.01326800563591551,0.037489490083400294,-0.06315402413900835,-0.012844591752909286,0.008210317041414492,-0.007152718627209811
velocity_6h,-0.07251506067759586,0.00393360413452364,0.0057506725029773005,-0.04022112986594778,0.03463132580983833,0.01896971819360809,0.0966391189865658,1.0,0.3778467808797663,0.296890759856522,-0.0155759895020463,0.06257625834597708,-0.11417518660073503,-0.010570156150089773,-0.045754437774292674,-0.010182204525770691,-0.013870670097111404,-0.051040901500280275,-0.03883727651076452,0.015423066524549691,0.05523834480596071,0.036677666979208094,0.01631134867648756,-0.2982624319492566,-0.027265570485377987,0.038122218727071375,-0.056913099009715105,0.026347166052555583,0.004710917401678606,-0.028057326859680157,0.04091815089384039,0.003772226077438167,0.0015451700812231935,-0.019521106874731187,-0.0007348379240996788,0.010164041048738788,-0.0690807743085184,0.0013079671431679178,0.00940309062977829,0.012976808911453119,0.04634172537197442,-0.0060193950131083385,-0.0030776534665245647,0.0030776534665188176,0.01979329123793056,-0.03996470908534025,0.016719624643528042,-0.02050146604429913,0.011230409104502804
velocity_24h,-0.06011555947339884,0.01792445556599532,-0.0014398701911026758,-0.013709525739882373,0.013924355662477713,0.04290538553314737,0.1008860840069792,0.3778467808797663,1.0,0.38779835739414226,0.0375820602941156,0.06017057983475287,-0.11133408781904114,-0.009788074161640053,-0.03948994870797939,-0.021794628977685145,0.015288040358543222,-0.06783140968450947,0.008712213861111812,0.024916577624980073,0.04694713728236792,0.02648297241388807,0.01965323922841994,-0.38712533169731894,-0.01572260677013495,0.07429393275193767,-0.07039578495843407,0.0016238157653297818,-0.006142498261216396,-0.04587854761454983,0.06839894526189617,0.013534468092548081,0.003933293459032159,-0.011623172602247153,-0.027878856989825954,0.011325536743309623,-0.04092003573854478,-0.03262175839254256,0.034317252875212825,0.007952925497784992,0.030231267404568656,-0.017741351812712233,0.0038827740944745413,-0.003882774094482135,-0.001811165097214117,-0.012114442389830189,0.028263360447194075,-0.024723734670457072,0.012786557891565607
velocity_4w,-0.05035045808927119,0.03164265171302654,0.005982671133090649,-0.005662320966386294,0.017786896285751065,0.018625856920975254,0.23349135981345026,0.296890759856522,0.38779835739414226,1.0,0.0030346966566310815,0.1870622328618937,-0.1602150577777534,0.017267526740264126,-0.045008729695970015,-0.0282281440748574,0.006783785266858041,-0.10701169527416853,0.03765463928568728,0.02463852019377327,0.06992133235446303,0.09196047614969478,0.04787813258707776,-0.7945659493449576,0.004039955209334129,0.035163520293634606,-0.10364806499005368,0.09607180094006013,0.001924997070733475,-0.06534745070476138,0.1045671562680411,-0.0037030394329713905,-0.0057030495843810305,-0.011658574159215169,-0.02466149920624589,0.0022790999562257485,-0.021289682644502077,-0.042169068537623804,0.011398182279840751,0.023255886587494588,0.045453734878902315,-0.026549316760975803,0.004318871212401989,-0.0043188712124178925,0.045423022735460575,-0.04728044954159043,0.013996442411471697,-0.036055605327300205,-0.011398573037562166
bank_branch_count_8w,-0.004655236555391224,-0.003001520041405627,0.045090445393336516,0.059880573147482456,-0.008657906365613338,0.05382217015442267,-0.014513961410589223,-0.0155759895020463,0.0375820602941156,0.0030346966566310815,1.0,-0.03868932968371827,-0.01852393941738063,-0.0054061003017570825,0.04435610184784178,-0.021251675182174346,0.027066464211874385,0.022282348151172776,0.0025271774369386864,-0.00752100486263592,-0.025029184447110244,-0.017303367987696442,-0.013808894572802747,0.0016306287642306352,-0.0007662072780751823,0.08414442389359868,-0.015800356996671722,-0.06538091076224292,-0.058299852639885665,-0.033601843131631094,-0.0002482197666935689,0.017783175863084522,0.016849160381871366,0.03244240158085777,0.020979196262505256,-0.005809626989504408,-0.012072607909445233,0.020713371348355197,-0.005055676748470837,0.009097211877249916,-0.009805144594176111,0.009218392461297688,0.0003484460949690082,-0.00034844609496871847,0.013883254125932281,-0.008565132933311619,0.00044951894036621576,-0.012878209659794181,0.010410856870691291
date_of_birth_distinct_emails_4w,-0.02255383243685544,0.03346637514298072,-0.1715904245299329,-0.42046659761097577,0.015201472600738935,-0.038294683303690576,0.09025156883466909,0.06257625834597708,0.06017057983475287,0.1870622328618937,-0.03868932968371827,1.0,-0.11130787994322311,0.03999444972609824,-0.15857465744878393,0.08083279515377156,-0.033173853566595045,-0.06812893213543077,-0.0476195189581818,-0.003560207745849029,-0.021986796225567286,0.0566806630095264,0.003997893420820073,-0.17917310851236973,-0.04678728217293478,-0.035852408463153455,-0.037127732026594744,0.0967704139129839,0.0049270537976065605,0.04829132964682296,0.04575906712293159,-0.22293349805497797,0.019601221270008646,-0.009479627413057901,0.016190521599847726,0.012165901337482504,-0.12887721893719142,-0.044131255434244156,0.05744262005384737,0.01550918411080288,0.08816285155048892,0.02082373710097824,0.013382462049648195,-0.013382462049651747,0.012269135711258445,-0.021127023278880695,0.061028338791895745,-0.0654363025930955,-0.00838719117803477
credit_risk_score,0.15281989199841445,0.05129775697365795,0.06440830375136734,0.15893644343063662,-0.06854211377157741,0.011791843578379304,-0.08057076258834316,-0.11417518660073503,-0.11133408781904114,-0.1602150577777534,-0.01852393941738063,-0.11130787994322311,1.0,-0.016666059836642027,0.019282012658873554,0.019772255855343833,-0.0831145593710775,0.16598604860464858,0.5851378133538115,0.03333144075807429,-0.05377619157903343,-0.04735812998653814,-0.03515666291724991,0.1608244741959856,0.06467938443194758,-0.0752261561161274,0.07388455549583484,-0.0040770477263816505,0.003385127519871473,0.1097980719697074,-0.044900378092263854,0.008918964883530127,-0.07494049704072517,-0.06083592579132656,-0.07106405345818069,0.013021862799089455,0.2896415875204198,-0.09997479979028998,-0.01954213779392522,0.018313192616215748,-0.14175504801647784,0.0031317113181206064,-0.0046633384778671,0.0046633384778704086,-0.09666816111909245,0.027462096923983294,-0.012027047991207046,0.10432890916631925,-0.01836552926006942
email_is_free,-0.010143730701636204,-0.0567880872508578,-0.09672567542503378,0.0008739626742784736,-0.017554369003081154,-0.02848940351723907,0.005843741268689979,-0.010570156150089773,-0.009788074161640053,0.017267526740264126,-0.0054061003017570825,0.03999444972609824,-0.016666059836642027,1.0,-0.01875275021448582,0.04476890869999828,-0.006816793329719047,-0.015043132782903812,-0.029970645328062144,0.04677907792362652,0.020991906956196314,-0.00881469321967124,0.008153768249003336,-0.025604705679388107,0.011431666012429452,-0.025563496987901956,0.008384620721620734,0.024646070011382026,-0.005853056815890753,-0.012888288548194465,0.013812636725183737,-0.014271839339355588,0.007329426052040653,0.007147736966259148,0.005929256877557771,0.012078579962102251,-0.061587001204490704,0.011023471223262549,0.07873656969519238,0.02477104866349251,-0.06199376483367388,0.01141115242633066,0.015998105386664466,-0.01599810538666496,0.13368897856298986,0.0024465237081360744,-0.14956206363800778,0.015055029632638167,0.012481733539688818
phone_home_valid,0.0039897491562073725,-0.021865241436041984,0.13591942222509526,0.23137657067192505,-0.04274050369984236,0.0046666083821911885,-0.006483406154171958,-0.045754437774292674,-0.03948994870797939,-0.045008729695970015,0.04435610184784178,-0.15857465744878393,0.019282012658873554,-0.01875275021448582,1.0,-0.26498654059355825,0.014556576429973527,0.0982777212571085,0.018566378764908555,0.01102960567360284,-0.04538583499923909,0.025993305838867154,0.007000367358829226,0.051165570037336204,-0.02865641697560475,-0.0021952444880403007,0.053206106159023984,-0.061791592312672165,-0.02156256679485173,-0.10703271377915274,0.03811689036943305,0.12466925218781316,0.0050904919210747876,-0.003219859175947022,0.04955663947976741,0.01524989752806663,0.03982996860779026,0.07234493828073808,-0.045777986466124125,0.007945666343934895,-0.06419109914462728,0.01449970847289555,-0.004836262561899746,0.004836262561900505,0.01853069605802654,-0.02641371555915902,-0.06189054777796191,0.06383955479038071,-0.017638217544481832
phone_mobile_valid,0.017268748128873277,0.0334032087338339,-0.07612715414273585,-0.14713378035072353,0.0033560759796437537,0.03987743161921019,0.010214486432228269,-0.010182204525770691,-0.021794628977685145,-0.0282281440748574,-0.021251675182174346,0.08083279515377156,0.019772255855343833,0.04476890869999828,-0.26498654059355825,1.0,-0.029305478778925264,0.024150717584590364,-0.0013514829463560929,-0.010831259670882342,0.0008185683452117051,0.034669622384592806,-0.06912765687774562,0.029799099047859975,-0.017528425235524357,0.04981359356253373,-0.04750071944055821,0.013452718609112114,-0.0330188262526576,0.08335480941725551,0.003624168894929914,-0.14552481298864997,-0.022643668391534807,0.010521600535960128,-0.04227959601221399,-0.03788748664750479,-0.0749852846447933,-0.021562695329582746,0.037046047956954854,0.008062963147071927,0.04518533142190044,-0.008736900254407867,0.02677834870379759,-0.026778348703796858,0.040605657615258764,-0.004063690130699459,0.038379744740780014,-0.08346324088416018,0.008786873421085594
