income,name_email_similarity,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,keep_alive_session,device_distinct_emails_8w,month,is_fraud,payment_type_x0_AA,payment_type_x0_AB,payment_type_x0_AC,payment_type_x0_AD,payment_type_x0_AE,employment_status_x0_0.0,employment_status_x0_1.0,employment_status_x0_2.0,employment_status_x0_3.0,employment_status_x0_4.0,employment_status_x0_5.0,employment_status_x0_6.0,housing_status_x0_BA,housing_status_x0_BB,housing_status_x0_BC,housing_status_x0_BD,housing_status_x0_BE,housing_status_x0_BF,source_x0_0.0,source_x0_1.0,device_os_x0_linux,device_os_x0_macintosh,device_os_x0_other,device_os_x0_windows,device_os_x0_x11
0.6000000000000001,0.1586889536966869,10.0,50.0,0.0299685340495319,-1.2732937081719211,1116.0,12784.626435232814,7562.539999924348,5006.057665167205,1.0,12.0,208.0,1.0,0.0,1.0,1.0,0.0,1000.0,0.0,1.1331393129464655,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.6218292349870806,157.0,30.0,0.0071068590034268,-0.6938185793870211,4224.0,5365.220443941977,6006.278814096082,6692.592804543865,0.0,7.0,160.0,0.0,0.0,1.0,15.68,0.0,1500.0,0.0,3.047326966065169,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3,0.1206392023172787,31.0,30.0,0.0300917319930674,-1.6562949818912935,1507.0,8396.153275514138,6522.299935605925,6757.6358537729575,1949.0,23.0,88.0,1.0,0.0,1.0,1.0,0.0,200.0,0.0,2.984208382770518,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8,0.8480746369336339,185.0,50.0,3.0844635652825136,-0.9154405965318452,942.0,7607.542382855821,6712.197200504861,5827.1821355515685,1.0,15.0,36.0,0.0,0.0,1.0,30.0,0.0,200.0,1.0,41.1427003841054,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.5262827142541167,12.0,40.0,0.0241461588187683,-0.9914873427308092,760.0,942.043651446421,5586.299863886305,6735.135627708857,0.0,7.0,98.0,1.0,1.0,1.0,9.18,0.0,200.0,0.0,5.670364538021732,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7000000000000001,0.135157390189373,59.0,50.0,0.0066046188200717,-1.7773216724391283,1150.0,4590.034950055673,3480.9978251818093,5930.091817375266,4.0,0.0,230.0,1.0,1.0,1.0,4.0,0.0,1000.0,0.0,11.96756011109235,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9,0.7982340066491346,89.0,40.0,0.0419585427058901,-1.7620618874925655,5071.0,10878.717313343055,6629.176332761467,6373.131421488551,5.0,22.0,202.0,1.0,1.0,1.0,1.0,0.0,1500.0,0.0,6.200907042707789,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3,0.1811005456861526,29.0,30.0,0.004186371105332,-1.7361373940741598,2813.0,7055.917711442839,7416.730226088993,6682.568725805147,13.0,23.0,146.0,0.0,0.0,1.0,1.0,0.0,200.0,0.0,2.7201694525938778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.2417751866144605,4.0,20.0,0.0180597600476742,-1.3026267440804986,902.0,15350.365879930894,6646.862949899638,6025.321608759159,5.0,17.0,52.0,1.0,0.0,1.0,1.0,0.0,200.0,0.0,3.7824339979746986,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7000000000000001,0.9197671769488016,6.0,30.0,0.0108869680199715,-1.1427296184139093,5453.0,3568.4094145471727,5761.556150473126,6902.944895399305,4.0,18.0,126.0,1.0,1.0,1.0,30.0,1.0,200.0,0.0,4.640733816774207,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
